source,group,target,lat,long
Nika Oblak,1,Slovenia,14.4808369,45.8133113
Nika Oblak,1,South Korea,127.937111,35.3985008
Nika Oblak,1,Tokyo,139.5103950735,35.69004135
Nikolaj Bendix Skyum Larsen,1,Aalborg,9.9193939,57.0482206
Nikolaj Bendix Skyum Larsen,1,Copenhagen,12.5700724,55.6867243
Nikolaj Bendix Skyum Larsen,1,Denmark,10.3333283,55.670249
Nikolaj Bendix Skyum Larsen,1,Edinburgh,-3.1931187,55.9483544
Nikolaj Bendix Skyum Larsen,1,France,1.8883335,46.603354
Nikolaj Bendix Skyum Larsen,1,India,78.6677428,22.3511148
Nikolaj Bendix Skyum Larsen,1,Jerusalem,35.213768955,31.79681325
Nikolaj Bendix Skyum Larsen,1,Lima,-76.833333,-12
Nikolaj Bendix Skyum Larsen,1,London,-0.1276474,51.5073219
Nikolaj Bendix Skyum Larsen,1,Paris,2.3521334,48.8565056
Nikolaj Bendix Skyum Larsen,1,Peru,-75.0458515,-6.8699697
Nikolaj Bendix Skyum Larsen,1,Roskilde,12.0819247,55.6433478
Nikolaj Bendix Skyum Larsen,1,San Diego,-117.1627714,32.7174209
Nikolaj Bendix Skyum Larsen,1,Scotland,-4.1140518,56.7861112
Nikolaj Bendix Skyum Larsen,1,Sharjah,55.7954410161,25.21749685
Nikolaj Bendix Skyum Larsen,1,Switzerland,8.2319736,46.7985624
Nil Yalter,1,"Washington, DC",-77.0366456,38.8949549
Nil Yalter,1,Cairo,31.2436663,30.0488185
Nil Yalter,1,Canada,-107.9917071,61.0666922
Nil Yalter,1,Istanbul,28.9651646,41.0096334
Nil Yalter,1,Paris,2.3521334,48.8565056
Nil Yalter,1,Turkey,34.9249653,38.9597594
Nil Yalter,1,United States,-100.4458825,39.7837304
Nil Yalter,1,Vancouver,-123.1139383,49.2608944
Ninar Esber,1,Bangkok,100.4160866016,13.5859219
Ninar Esber,1,Beirut,35.47843,33.8959203
Ninar Esber,1,Cairo,31.2436663,30.0488185
Ninar Esber,1,Cergy,2.0388736,49.0527528
Ninar Esber,1,Egypt,29.2675469,26.2540493
Ninar Esber,1,France,1.8883335,46.603354
Ninar Esber,1,Great Britain,-3.2765753,54.7023545
Ninar Esber,1,Hollywood,-118.3299899,34.1028268
Ninar Esber,1,Iceland,-18.1059013,64.9841821
Ninar Esber,1,Jordan,36.941628,31.1667049
Ninar Esber,1,Lebanon,35.843409,33.8750629
Ninar Esber,1,London,-0.1276474,51.5073219
Ninar Esber,1,Morocco,-7.3366043,31.1728192
Ninar Esber,1,New York,-73.9865812,40.7305991
Ninar Esber,1,Paris,2.3521334,48.8565056
Ninar Esber,1,Poland,19.0258159,52.0977181
Ninar Esber,1,Rabat,-6.8390357,34.0223602
Ninar Esber,1,Reykjavik,-21.9422367,64.145981
Ninar Esber,1,Thailand,100.83273,14.8971921
Ninar Esber,1,Turkey,34.9249653,38.9597594
Niyaz-Azadikhah,1,Garden,-73.993550178,40.7505247
Niyaz-Azadikhah,1,Iran,52.9471344,32.9407496
Niyaz-Azadikhah,1,Nice,7.2683912,43.7009358
Niyaz-Azadikhah,1,Paris,2.3521334,48.8565056
Niyaz-Azadikhah,1,Tehran,51.4214589,35.6865107
Niyaz-Azadikhah,1,Utopia,5.2289963384,52.36100405
Niyaz-Azadikhah,1,Vienna,16.3725042,48.2083537
Noha Al-Sharif,1,London,-0.1276474,51.5073219
Noha Al-Sharif&apos;s,1,Jeddah,39.1640396,21.5822247
Noha Faoud Al-Ghalib,1,Doha,51.5759155776,25.34403115
Noha Faoud Al-Ghalib,1,France,1.8883335,46.603354
Noha Faoud Al-Ghalib,1,Jeddah,39.1640396,21.5822247
Noha Faoud Al-Ghalib,1,Qatar,51.2295295,25.3336984
Noha Faoud Al-Ghalib,1,Saudi Arabia,42.3528328,25.6242618
Noha Faoud Al-Ghalib,1,Spain,-4.003104,40.0028028
Noma Omran,1,Canada,-107.9917071,61.0666922
Noma Omran,1,Czech Republic,15.4749544,49.8167003
Noma Omran,1,Damascus,36.3095814,33.5130695
Noma Omran,1,Egypt,29.2675469,26.2540493
Noma Omran,1,France,1.8883335,46.603354
Noma Omran,1,Holland,-86.1090828,42.7876022
Noma Omran,1,Iraq,44.1749775,33.0955793
Noma Omran,1,Japan,139.2394179,36.5748441
Noma Omran,1,Lebanon,35.843409,33.8750629
Noma Omran,1,Morocco,-7.3366043,31.1728192
Noma Omran,1,Syria,39.0494106,34.6401861
Noma Omran,1,Temple,-97.3427847,31.098207
Noma Omran,1,Tunisia,9.400138,33.8439408
Nora Almazrooa,1,Jeddah,39.1640396,21.5822247
Nora Almazrooa,1,Saudi Arabia,42.3528328,25.6242618
Nouf Alhimiary,1,Jeddah,39.1640396,21.5822247
Nouf Alhimiary,1,Saudi Arabia,42.3528328,25.6242618
Noura Bouzo,1,Beirut,35.47843,33.8959203
Noura Bouzo,1,Central Saint,-87.6980877789,42.0640734
Noura Bouzo,1,Kilimanjaro,37.3539751,-3.0764631
Noura Bouzo,1,London,-0.1276474,51.5073219
Noura Bouzo,1,Riyadh,46.7150648,24.6319692
Noura Bouzo,1,Saudi Arabia,42.3528328,25.6242618
Néjib Belkadhi,1,Cannes,7.0126946,43.5512076
Néjib Belkadhi,1,Carthage,10.3304407,36.851627
Néjib Belkadhi,1,Dubai,55.2961962,25.2683521
Néjib Belkadhi,1,Philadelphia,-75.163789,39.952335
Néjib Belkadhi,1,Tunis,9.400138,33.8439408
OFFICE Kersten Geers David Van Severen,1,Antwerp,4.3997081,51.2211097
OFFICE Kersten Geers David Van Severen,1,Belgium,4.66696,50.6407351
OFFICE Kersten Geers David Van Severen,1,Brussels,4.3672016945,50.84404145
OFFICE Kersten Geers David Van Severen,1,Italy,12.674297,42.6384261
OFFICE Kersten Geers David Van Severen,1,Mexico,-100.0000375,22.5000485
OFFICE Kersten Geers David Van Severen,1,South Korea,127.937111,35.3985008
OFFICE Kersten Geers David Van Severen,1,United States,-100.4458825,39.7837304
OFFICE Kersten Geers David Van Severen,1,Venice,12.3345899,45.4371908
Ola Hejazi,1,Jeddah,39.1640396,21.5822247
Ola Hejazi,1,Lebanon,35.843409,33.8750629
Ola Hejazi,1,Riyadh,46.7150648,24.6319692
Ola Hejazi,1,Saudi Arabia,42.3528328,25.6242618
Ola Hejazi,1,Slade,-0.8003351,52.4166473
Olafur Eliasson,1,Beijing,116.3913489,39.9059093
Olafur Eliasson,1,Berlin,13.3888599,52.5170365
Olafur Eliasson,1,China,104.999927,35.000074
Olafur Eliasson,1,Copenhagen,12.5700724,55.6867243
Olafur Eliasson,1,Denmark,10.3333283,55.670249
Olafur Eliasson,1,Germany,10.4234469,51.0834196
Olafur Eliasson,1,Italy,12.674297,42.6384261
Olafur Eliasson,1,Kiev,30.5240501,50.4501071
Olafur Eliasson,1,London,-0.1276474,51.5073219
Olafur Eliasson,1,New York,-73.9865812,40.7305991
Olafur Eliasson,1,New York City,-73.9865812,40.7305991
Olafur Eliasson,1,Rotterdam,4.4886232693,51.92779805
Olafur Eliasson,1,the Netherlands,5.5346073816,52.2379891
Olafur Eliasson,1,UK,-3.2765753,54.7023545
Olafur Eliasson,1,Ukraine,31.2718321,49.4871968
Olafur Eliasson,1,USA,-100.4458825,39.7837304
Omar Berrada,1,Casablanca,-7.6176293,33.5939157
Omar Berrada,1,Dar,-84.631372,40.168765
Omar Berrada,1,France,1.8883335,46.603354
Omar Berrada,1,Paris,2.3521334,48.8565056
Omar Rajeh,1,Beirut,35.47843,33.8959203
Omar Rajeh,1,Jordan,36.941628,31.1667049
Omar Rajeh,1,Lebanon,35.843409,33.8750629
Omar Rajeh,1,Palestine,35.0015196,30.8760272
Omar Rajeh,1,Syria,39.0494106,34.6401861
Oraib Toukan,1,Amman,36.321853777,31.6586023
Oraib Toukan,1,Boston,-71.0595678,42.3604823
Oraib Toukan,1,Israel,35.0015196,30.8760272
Oraib Toukan,1,Jordan,36.941628,31.1667049
Oraib Toukan,1,Lebanon,35.843409,33.8750629
Oraib Toukan,1,London,-0.1276474,51.5073219
Oraib Toukan,1,Middle East,34.9773963,32.1862164
Oraib Toukan,1,New York,-73.9865812,40.7305991
Oraib Toukan,1,US,-100.4458825,39.7837304
Otobong Nkanga,1,Amsterdam,4.8979956034,52.374436
Otobong Nkanga,1,Antwerp,4.3997081,51.2211097
Otobong Nkanga,1,Belgium,4.66696,50.6407351
Otobong Nkanga,1,Benin,2.2584408,9.5293472
Otobong Nkanga,1,China,104.999927,35.000074
Otobong Nkanga,1,Cotonou,2.4252292,6.367682
Otobong Nkanga,1,Finland,25.9209164,63.2467777
Otobong Nkanga,1,France,1.8883335,46.603354
Otobong Nkanga,1,Frankfurt,8.6820934,50.1106529
Otobong Nkanga,1,Germany,10.4234469,51.0834196
Otobong Nkanga,1,Helsinki,24.9435079,60.1666277
Otobong Nkanga,1,Kano,8.5303654,11.9918671
Otobong Nkanga,1,London,-0.1276474,51.5073219
Otobong Nkanga,1,Nigeria,7.9999721,9.6000359
Otobong Nkanga,1,Paris,2.3521334,48.8565056
Otobong Nkanga,1,the Netherlands,5.5346073816,52.2379891
Otobong Nkanga,1,UK,-3.2765753,54.7023545
Pablo Lobato,1,Belo Horizonte,-43.9450948,-19.9227318
Pablo Lobato,1,Berlin,13.3888599,52.5170365
Pablo Lobato,1,Brazil,-53.2,-10.3333333
Pablo Lobato,1,Germany,10.4234469,51.0834196
Pablo Lobato,1,Norway,9.0999715,60.5000209
Pablo Lobato,1,Oslo,10.7391112,59.9132694
Pablo Lobato,1,São Paulo,-49.0232348,-21.9549806
Panos Tsagaris,1,Athens,-83.376678,33.9595974
Panos Tsagaris,1,Berlin,13.3888599,52.5170365
Panos Tsagaris,1,Canada,-107.9917071,61.0666922
Panos Tsagaris,1,Greece,21.9999569,39.000041
Panos Tsagaris,1,Hong Kong,114.1628131,22.2793278
Panos Tsagaris,1,Miami,-80.1936589,25.7742658
Panos Tsagaris,1,Milan,9.1905368,45.466797
Panos Tsagaris,1,New York,-73.9865812,40.7305991
Panos Tsagaris,1,Paris,2.3521334,48.8565056
Panos Tsagaris,1,Thessaloniki,22.9352716,40.6403167
Panos Tsagaris,1,Vancouver,-123.1139383,49.2608944
Panos Tsagaris,1,Vienna,16.3725042,48.2083537
Pantea Rahmani,1,Belgium,4.66696,50.6407351
Pantea Rahmani,1,Hungary,19.5060937,47.1817585
Pantea Rahmani,1,Iran,52.9471344,32.9407496
Pantea Rahmani,1,Lisbon,-9.1380056,38.7130574
Pantea Rahmani,1,Porto,-8.6110231,41.1482464
Pantea Rahmani,1,Portugal,-7.8896263,40.033265
Pantea Rahmani,1,Teheran,51.4214589,35.6865107
Part-Time Suite,1,Korea,127.937111,35.3985008
Part-Time Suite,1,Lee,-89.2888533,41.7459056
Part-Time Suite,1,Morocco,-7.3366043,31.1728192
Part-Time Suite,1,Rabat,-6.8390357,34.0223602
Part-Time Suite,1,Seoul,126.9782914,37.5666791
Part-Time Suite,1,Sound,-2.5661607833,53.0355485
Pascal Hachem,1,Amman,36.321853777,31.6586023
Pascal Hachem,1,Beirut,35.47843,33.8959203
Pascal Hachem,1,Freiburg,7.8494005,47.9960901
Pascal Hachem,1,Istanbul,28.9651646,41.0096334
Pascal Hachem,1,Lebanon,35.843409,33.8750629
Pascal Hachem,1,London,-0.1276474,51.5073219
Pascal Hachem,1,Milan,9.1905368,45.466797
Pascal Hachem,1,Paris,2.3521334,48.8565056
Pascal Hachem,1,Rome,12.4830718,41.8933439
Pascal Hachem,1,Turin,7.685972,45.0709201
Pascale Marthine Tayou,1,Belgium,4.66696,50.6407351
Pascale Marthine Tayou,1,Cameroon,13.1535811,4.6125522
Pascale Marthine Tayou,1,Edge,-74.554117,46.2319251
Pascale Marthine Tayou,1,France,1.8883335,46.603354
Pascale Marthine Tayou,1,Germany,10.4234469,51.0834196
Pascale Marthine Tayou,1,Hayward,-122.0807964,37.6688205
Pascale Marthine Tayou,1,Italy,12.674297,42.6384261
Pascale Marthine Tayou,1,London,-0.1276474,51.5073219
Pascale Marthine Tayou,1,Louisiana,-92.007126,30.8703881
Pascale Marthine Tayou,1,Morocco,-7.3366043,31.1728192
Pascale Marthine Tayou,1,Moscow,37.6187042,55.7516335
Pascale Marthine Tayou,1,New Orleans,-90.0701156,29.9499323
Pascale Marthine Tayou,1,Russia,97.7453061,64.6863136
Pascale Marthine Tayou,1,Sweden,14.5208584,59.6749712
Pascale Marthine Tayou,1,UK,-3.2765753,54.7023545
Pascale Marthine Tayou,1,USA,-100.4458825,39.7837304
Pascale Marthine Tayou,1,Venice,12.3345899,45.4371908
Pedro Reyes,1,Mexico,-100.0000375,22.5000485
Pedro Reyes,1,Mexico City,-99.1332102,19.4325301
Peyman Hooshmandzadeh,1,Iran,52.9471344,32.9407496
Peyman Hooshmandzadeh,1,Tehran,51.4214589,35.6865107
Pouran-Jinchi,1,Boston,-71.0595678,42.3604823
Pouran-Jinchi,1,Dubai,55.2961962,25.2683521
Pouran-Jinchi,1,Houston,-95.5266841059,29.974291
Pouran-Jinchi,1,Japan,139.2394179,36.5748441
Pouran-Jinchi,1,New York,-73.9865812,40.7305991
Pouran-Jinchi,1,NY,-75.8449946,43.1561681
Pouran-Jinchi,1,San Francisco,-122.4629897,37.7647993
Pouran-Jinchi,1,Washington,-77.0366456,38.8949549
Pouya Parsamagham,1,Cannes,7.0126946,43.5512076
Pouya Parsamagham,1,Tehran,51.4214589,35.6865107
Primož Novak,1,Austria,13.199959,47.2000338
Primož Novak,1,Belfast,-5.9301554,54.5969467
Primož Novak,1,Bosnia,22.1288889,49.6786111
Primož Novak,1,Box,0.4235743,42.5977707
Primož Novak,1,Bulgaria,25.4856617,42.6073975
Primož Novak,1,Busan,129.0625899,35.1853168
Primož Novak,1,Dresden,13.7381437,51.0493286
Primož Novak,1,Egypt,29.2675469,26.2540493
Primož Novak,1,Germany,10.4234469,51.0834196
Primož Novak,1,Halle,11.9705452,51.4825041
Primož Novak,1,Japan,139.2394179,36.5748441
Primož Novak,1,Linz,14.2865628,48.3058789
Primož Novak,1,Lisbon,-9.1380056,38.7130574
Primož Novak,1,Ljubljana,14.5068921,46.049865
Primož Novak,1,Mediterranean,-81.5160909,28.08053
Primož Novak,1,Northern Ireland,-6.5634352097,54.65688285
Primož Novak,1,Portugal,-7.8896263,40.033265
Primož Novak,1,Sarajevo,18.3886246,43.8515421
Primož Novak,1,Serbia,20.55144,44.1534121
Primož Novak,1,Sharjah,55.7954410161,25.21749685
Primož Novak,1,Slovenia,14.4808369,45.8133113
Primož Novak,1,South Korea,127.937111,35.3985008
Primož Novak,1,Tokyo,139.5103950735,35.69004135
Raafat Ishak,1,Australia,134.755,-24.7761086
Raafat Ishak,1,Cairo,31.2436663,30.0488185
Raafat Ishak,1,Melbourne,144.9631608,-37.8142176
Raafat Ishak,1,Victoria,144.6780052,-36.5986096
Raana-Farnoud,1,Iran,52.9471344,32.9407496
Raana-Farnoud,1,Tehran,51.4214589,35.6865107
Rabih Mroué,1,Amsterdam,4.8979956034,52.374436
Rabih Mroué,1,Beirut,35.47843,33.8959203
Rabih Mroué,1,Berlin,13.3888599,52.5170365
Rabih Mroué,1,France,1.8883335,46.603354
Rabih Mroué,1,London,-0.1276474,51.5073219
Rabih Mroué,1,New York,-73.9865812,40.7305991
Rabih Mroué,1,Paris,2.3521334,48.8565056
Rabih Mroué,1,South Korea,127.937111,35.3985008
Rabih Mroué,1,Spalding,-84.2770865,33.2591296
Rachid Koraïchi,1,Abu Dhabi,54.3705762,24.4747961
Rachid Koraïchi,1,Algeria,2.9999825,28.0000272
Rachid Koraïchi,1,Algiers,2.9999825,28.0000272
Rachid Koraïchi,1,Berlin,13.3888599,52.5170365
Rachid Koraïchi,1,Chicago,-87.6244212,41.8755546
Rachid Koraïchi,1,D.C.,-102.396747487,31.86856735
Rachid Koraïchi,1,Emirates,55.3656198945,25.2410946
Rachid Koraïchi,1,France,1.8883335,46.603354
Rachid Koraïchi,1,Ithaca,-76.4968019,42.4396039
Rachid Koraïchi,1,London,-0.1276474,51.5073219
Rachid Koraïchi,1,Munich,11.5754815,48.1372719
Rachid Koraïchi,1,New York,-73.9865812,40.7305991
Rachid Koraïchi,1,North Africa,-2.227736,13.4526455
Rachid Koraïchi,1,North African,17.106893,-22.5719356
Rachid Koraïchi,1,Palestine,35.0015196,30.8760272
Rachid Koraïchi,1,Paris,2.3521334,48.8565056
Rachid Koraïchi,1,Venice,12.3345899,45.4371908
Rachid Koraïchi,1,Victoria,144.6780052,-36.5986096
Rachid Koraïchi,1,Washington,-77.0366456,38.8949549
Raed Yassin,1,Amsterdam,4.8979956034,52.374436
Raed Yassin,1,Baltimore,-76.6108073,39.2908608
Raed Yassin,1,Beirut,35.47843,33.8959203
Raed Yassin,1,Berlin,13.3888599,52.5170365
Raed Yassin,1,Europe,9.9999997,51.0000003
Raed Yassin,1,Japan,139.2394179,36.5748441
Raed Yassin,1,Middle East,34.9773963,32.1862164
Raed Yassin,1,Mumbai,72.8327112,18.9523804
Raed Yassin,1,Murcia,-1.1305431,37.9923795
Raed Yassin,1,Spain,-4.003104,40.0028028
Raed Yassin,1,United States,-100.4458825,39.7837304
Raeda Ashour,1,Cairo,31.2436663,30.0488185
Raeda Ashour,1,Jeddah,39.1640396,21.5822247
Raeda Ashour,1,London,-0.1276474,51.5073219
Raeda Ashour,1,Middle East,34.9773963,32.1862164
Raeda Ashour,1,Saudi Arabia,42.3528328,25.6242618
Raeda Saadeh,1,Aalborg,9.9193939,57.0482206
Raeda Saadeh,1,Australia,134.755,-24.7761086
Raeda Saadeh,1,Austria,13.199959,47.2000338
Raeda Saadeh,1,Berlin,13.3888599,52.5170365
Raeda Saadeh,1,Brussels,4.3672016945,50.84404145
Raeda Saadeh,1,Denmark,10.3333283,55.670249
Raeda Saadeh,1,Europe,9.9999997,51.0000003
Raeda Saadeh,1,France,1.8883335,46.603354
Raeda Saadeh,1,Germany,10.4234469,51.0834196
Raeda Saadeh,1,Jerusalem,35.213768955,31.79681325
Raeda Saadeh,1,Linz,14.2865628,48.3058789
Raeda Saadeh,1,London,-0.1276474,51.5073219
Raeda Saadeh,1,Palestine,35.0015196,30.8760272
Raeda Saadeh,1,The Hague,4.3113461,52.0799838
Raeda Saadeh,1,The Netherlands,5.5346073816,52.2379891
Raeda Saadeh,1,UK,-3.2765753,54.7023545
Raeda Saadeh,1,United States,-100.4458825,39.7837304
Raffie Davtian,1,Moscow,37.6187042,55.7516335
Raffie Davtian,1,New York,-73.9865812,40.7305991
Raffie Davtian,1,Tehran,51.4214589,35.6865107
Raffie Davtian,1,Yerevan,44.5125849,40.1776121
Ragheb Ayad,1,Alexandria,29.8943785,31.1990035
Ragheb Ayad,1,Cairo,31.2436663,30.0488185
Ragheb Ayad,1,Doha,51.5759155776,25.34403115
Ragheb Ayad,1,Egypt,29.2675469,26.2540493
Ragheb Ayad,1,Florence,11.2555757,43.7698712
Ragheb Ayad,1,France,1.8883335,46.603354
Ragheb Ayad,1,Italy,12.674297,42.6384261
Ragheb Ayad,1,Rome,12.4830718,41.8933439
Ragheb Ayad,1,Venice,12.3345899,45.4371908
Ramin Haerizadeh,1,Dubai,55.2961962,25.2683521
Ramin Haerizadeh,1,Iran,52.9471344,32.9407496
Ramin Haerizadeh,1,London,-0.1276474,51.5073219
Ramtin Zad,1,Iran,52.9471344,32.9407496
Ramtin Zad,1,Tehran,51.4214589,35.6865107
Rana Begum,1,London,-0.1276474,51.5073219
Rana Begum,1,UK,-3.2765753,54.7023545
Rania Attieh,1,Lebanon,35.843409,33.8750629
Rania Attieh,1,Middle East,34.9773963,32.1862164
Rania Attieh,1,New York,-73.9865812,40.7305991
Rania Attieh,1,Tripoli,13.1777923,32.896672
Rania Moudaress,1,Damascus,36.3095814,33.5130695
Rania Moudaress,1,Paris,2.3521334,48.8565056
Rania Stephan,1,Gaza,34.4654308973,31.5045035
Rania Stephan,1,Lebanon,35.843409,33.8750629
Rania Stephan,1,Water,89.5473375602,22.8274531
Raqs Media Collective,1,Asia,103.9999998,56.0000002
Raqs Media Collective,1,Belgium,4.66696,50.6407351
Raqs Media Collective,1,Boston,-71.0595678,42.3604823
Raqs Media Collective,1,Britain,-3.2765753,54.7023545
Raqs Media Collective,1,Brussels,4.3672016945,50.84404145
Raqs Media Collective,1,China,104.999927,35.000074
Raqs Media Collective,1,Gateshead,-1.6057003,54.9585535
Raqs Media Collective,1,Hong Kong,114.1628131,22.2793278
Raqs Media Collective,1,India,78.6677428,22.3511148
Raqs Media Collective,1,Italy,12.674297,42.6384261
Raqs Media Collective,1,London,-0.1276474,51.5073219
Raqs Media Collective,1,Massachusetts,-72.032366,42.3788774
Raqs Media Collective,1,New Delhi,77.2159562,28.6138967
Raqs Media Collective,1,UK,-3.2765753,54.7023545
Raqs Media Collective,1,USA,-100.4458825,39.7837304
Rasha Salti,1,Beirut,35.47843,33.8959203
Rasha Salti,1,New York,-73.9865812,40.7305991
Rasheed Araeen,1,Africa,15.9999997,2.0000003
Rasheed Araeen,1,Australia,134.755,-24.7761086
Rasheed Araeen,1,Birmingham,-1.8980726,52.4813679
Rasheed Araeen,1,Britain,-3.2765753,54.7023545
Rasheed Araeen,1,China,104.999927,35.000074
Rasheed Araeen,1,Cuba,-80.8328748,23.0131338
Rasheed Araeen,1,France,1.8883335,46.603354
Rasheed Araeen,1,Fukuoka,130.5302992856,33.80173705
Rasheed Araeen,1,Greece,21.9999569,39.000041
Rasheed Araeen,1,Havana,-82.3658562,23.1379911
Rasheed Araeen,1,Hayward,-122.0807964,37.6688205
Rasheed Araeen,1,Japan,139.2394179,36.5748441
Rasheed Araeen,1,Johannesburg,28.0497222,-26.205
Rasheed Araeen,1,Karachi,67.0311286,24.8667795
Rasheed Araeen,1,Lima,-76.833333,-12
Rasheed Araeen,1,Lisbon,-9.1380056,38.7130574
Rasheed Araeen,1,London,-0.1276474,51.5073219
Rasheed Araeen,1,Paris,2.3521334,48.8565056
Rasheed Araeen,1,Peru,-75.0458515,-6.8699697
Rasheed Araeen,1,Phoenix,-112.0756724,33.4467681
Rasheed Araeen,1,Portugal,-7.8896263,40.033265
Rasheed Araeen,1,Shanghai,121.4888922,31.2253441
Rasheed Araeen,1,South Africa,24.991639,-28.8166236
Rasheed Araeen,1,South Korea,127.937111,35.3985008
Rasheed Araeen,1,Thessaloniki,22.9352716,40.6403167
Rasheed Araeen,1,United Kingdom,-3.2765753,54.7023545
Rasheed Araeen,1,Whitechapel,-2.6712365,53.8662261
Rashid Masharawi,1,Austria,13.199959,47.2000338
Rashid Masharawi,1,Cambridge,0.124862,52.2033051
Rashid Masharawi,1,Gaza Strip,34.3215106,31.4772871
Rashid Masharawi,1,Jerusalem,35.213768955,31.79681325
Rashid Masharawi,1,New York,-73.9865812,40.7305991
Rashid Masharawi,1,Palestine,35.0015196,30.8760272
Rashid Masharawi,1,UAE,31.2718321,49.4871968
Rashid Masharawi,1,USA,-100.4458825,39.7837304
Rashid Masharawi,1,Vienna,16.3725042,48.2083537
Ravi Agarwal,1,Belgium,4.66696,50.6407351
Ravi Agarwal,1,Bern,7.4515008,46.9482759
Ravi Agarwal,1,Germany,10.4234469,51.0834196
Ravi Agarwal,1,Hamburg,10.0099133,53.5437641
Ravi Agarwal,1,Highway,5.2357453,50.5215385
Ravi Agarwal,1,India,78.6677428,22.3511148
Ravi Agarwal,1,Lithuania,23.7499998,55.3500003
Ravi Agarwal,1,London,-0.1276474,51.5073219
Ravi Agarwal,1,Mumbai,72.8327112,18.9523804
Ravi Agarwal,1,New Delhi,77.2159562,28.6138967
Ravi Agarwal,1,Poland,19.0258159,52.0977181
Ravi Agarwal,1,Switzerland,8.2319736,46.7985624
Ravi Agarwal,1,UK,-3.2765753,54.7023545
Ravi Agarwal,1,Warsaw,21.0067265,52.2319237
Ravi Agarwal,1,Whitechapel,-2.6712365,53.8662261
Rayyane Tabet,1,Lebanon,35.843409,33.8750629
Rayyane Tabet,1,San Diego,-117.1627714,32.7174209
Reem Al Ghaith,1,Abu Dhabi,54.3705762,24.4747961
Reem Al Ghaith,1,Dubai,55.2961962,25.2683521
Reem Al Ghaith,1,Germany,10.4234469,51.0834196
Reem Al Ghaith,1,Munich,11.5754815,48.1372719
Reem Al Ghaith,1,Paris,2.3521334,48.8565056
Reem Al Ghaith,1,UAE,31.2718321,49.4871968
Regina José Galindo,1,Europe,9.9999997,51.0000003
Regina José Galindo,1,Guatemala,-89.8988087,15.6356088
René Gabri,1,Athens,-83.376678,33.9595974
René Gabri,1,Cambridge,0.124862,52.2033051
René Gabri,1,Camp Campaign,-85.6381319,35.789583
René Gabri,1,Israel,35.0015196,30.8760272
René Gabri,1,Los Angeles,-118.2427266,34.053717
René Gabri,1,New York,-73.9865812,40.7305991
René Gabri,1,Palestine,35.0015196,30.8760272
René Gabri,1,Paris,2.3521334,48.8565056
René Gabri,1,Staten Island,-74.1496048,40.5834557
René Gabri,1,Tehran,51.4214589,35.6865107
René Gabri,1,Venice,12.3345899,45.4371908
Reza Aramesh,1,Britain,-3.2765753,54.7023545
Reza Aramesh,1,Dubai,55.2961962,25.2683521
Reza Aramesh,1,Iran,52.9471344,32.9407496
Reza Aramesh,1,London,-0.1276474,51.5073219
Reza Aramesh,1,Middle East,34.9773963,32.1862164
Reza Aramesh,1,Rabat,-6.8390357,34.0223602
Reza Aramesh,1,Shanghai,121.4888922,31.2253441
Reza Aramesh,1,Vietnam,104.999927,35.000074
Richard Ibghy,1,Calgary,-114.0498683891,51.02532675
Richard Ibghy,1,Quebec City,-71.2349114,46.8257374
Rika Noguchi,1,Berlin,13.3888599,52.5170365
Rika Noguchi,1,Bilbao,-2.9349478,43.2629642
Rika Noguchi,1,Germany,10.4234469,51.0834196
Rika Noguchi,1,Japan,139.2394179,36.5748441
Rika Noguchi,1,Minneapolis,-93.2654692,44.9772995
Rika Noguchi,1,New York,-73.9865812,40.7305991
Rika Noguchi,1,Norway,9.0999715,60.5000209
Rika Noguchi,1,Oslo,10.7391112,59.9132694
Rika Noguchi,1,Pittsburgh,-79.9900861,40.4416941
Rika Noguchi,1,Saitama,139.2814271363,36.01852445
Rika Noguchi,1,Spain,-4.003104,40.0028028
Rika Noguchi,1,Tokyo,139.5103950735,35.69004135
Rika Noguchi,1,USA,-100.4458825,39.7837304
Robert MacPherson,1,Australia,134.755,-24.7761086
Robert MacPherson,1,Belgrade,20.3795639637,44.68051
Robert MacPherson,1,Berlin,13.3888599,52.5170365
Robert MacPherson,1,Brisbane,153.0234991,-27.4689682
Robert MacPherson,1,Netherlands,5.5346073816,52.2379891
Robert MacPherson,1,Sydney,151.2164539,-33.8548157
Robert MacPherson,1,The Hague,4.3113461,52.0799838
Roberto Bellini,1,Austin,-97.7436995,30.2711286
Roberto Bellini,1,Brazil,-53.2,-10.3333333
Roberto Bellini,1,Europe,9.9999997,51.0000003
Rokni Haerizadeh,1,Dubai,55.2961962,25.2683521
Rokni Haerizadeh,1,Istanbul,28.9651646,41.0096334
Rokni Haerizadeh,1,London,-0.1276474,51.5073219
Rokni Haerizadeh,1,Middle East,34.9773963,32.1862164
Rokni Haerizadeh,1,Paris,2.3521334,48.8565056
Rokni Haerizadeh,1,Tehran,51.4214589,35.6865107
Romeo Castellucci,1,Avignon,4.8060329,43.9493143
Romeo Castellucci,1,Bergen,5.3258853,60.3943457
Romeo Castellucci,1,Berlin,13.3888599,52.5170365
Romeo Castellucci,1,Bologna,11.3430347,44.4936714
Romeo Castellucci,1,Brussels,4.3672016945,50.84404145
Romeo Castellucci,1,Hamlet,-122.9255524,38.2076974
Romeo Castellucci,1,Italy,12.674297,42.6384261
Romeo Castellucci,1,London,-0.1276474,51.5073219
