target,source,group,lat,long
Germany,Reem Al Ghaith,1,10.45153,51.16569
Germany,Derek Ogbourne,1,10.45153,51.16569
Germany,Wael Shawky,1,10.45153,51.16569
Gha,Amino Belyamani,1,-1.023194,7.946527
Ghazir,Daoud Corm,1,35.66289,34.01858
Gibraltar,Yto Barrada,1,-5.353585,36.14075
Glasgow,Sa├ódane Afif,1,-4.251806,55.86424
Glasgow,Taha Al-Sabban,1,-4.251806,55.86424
Glasgow,Meri├º Alg├╝n Ringborg ,1,-4.251806,55.86424
Gothenburg,Moataz sr,1,11.97456,57.70887
Gothenburg,Hala Elkoussy,1,11.97456,57.70887
Governors Island,Mariam Ghani,1,-74.01679,40.68945
Grasse,Simone Fattal,1,6.926492,43.66015
Graz,Khaled Jarrar,1,15.4395,47.07071
Graz,Mo Marzouk,1,15.4395,47.07071
Great Britain,Nir Esber,1,-3.435973,55.37805
Greece,Jalal Toufic,1,21.82431,39.07421
Greece,Rasheed Araeen,1,21.82431,39.07421
Greece,Shahpour Pouyan,1,21.82431,39.07421
Greece,Marwan Sahmarani,1,21.82431,39.07421
Greece,Samah Hijawi,1,21.82431,39.07421
Greece,Ammar Al Attar,1,21.82431,39.07421
Greece,Sama Alshaibi,1,21.82431,39.07421
Greece,Jenine Sharabi,1,21.82431,39.07421
Greece,Mohamed Abdelkarim,1,21.82431,39.07421
Greece,Hrair Sarkissian,1,21.82431,39.07421
Greece,Moataz sr,1,21.82431,39.07421
Grenoble,Farid Belkahia,1,5.724524,45.18853
Grenoble,Latifa Echakhch,1,5.724524,45.18853
Grenoble,Adel Abdessemed,1,5.724524,45.18853
Guangzhou,Leila Pazooki,1,113.2644,23.12911
Guangzhou,Doa Aly,1,113.2644,23.12911
Guangzhou,Larissa Sansour,1,113.2644,23.12911
Hagen,Susan Hefu,1,7.463284,51.36708
Hail,Awadh Al-Hamzani,1,41.68333,27.51667
Halle,Haroon Mirza ,1,11.9688,51.49698
Hamadan,Amirhossein Radaie,1,48.51667,34.8
Hamburg,Marwa Rustam,1,9.993682,53.55108
Hamburg,Akram Zaatari,1,9.993682,53.55108
Hamburg,Jalal Toufic,1,9.993682,53.55108
Hamburg,Mo Hatoum,1,9.993682,53.55108
Hamburg,Susan Hefu,1,9.993682,53.55108
Hamburg,YOVO! YOVO!,1,9.993682,53.55108
Hamburg,Setareh Shahbazi,1,9.993682,53.55108
Hamburg,bil has,1,9.993682,53.55108
Harraniyya,Adam Henein,1,,
Harris,Imran Qureshi,1,-95.31025,29.77518
Harris,Matt Saunders,1,-95.31025,29.77518
Hartley,Yusef A. Lateef,1,150.1752,-33.54456
Hava,Samira Badran,1,-82.27106,23.15917
Hava,Adel Abdessemed,1,-82.27106,23.15917
Hava,Rasheed Araeen,1,-82.27106,23.15917
Hayward,Rasheed Araeen,1,-122.0808,37.66882
Hayward,Nevin Aladag,1,-122.0808,37.66882
Heath,Amino Belyamani,1,-96.47499,32.83651
Hebron,Wafa Hourani,1,35.09983,31.53257
Hebron,Khaled Jarrar,1,35.09983,31.53257
Heidelberg,Adel Abdessemed,1,8.672434,49.39875
Heidelberg,Susan Hefu,1,8.672434,49.39875
Heidelberg,Derek Ogbourne,1,8.672434,49.39875
Helsinki,Mohamed Bourouissa,1,24.94102,60.17332
Helsinki,Adel Abidin,1,24.94102,60.17332
Helsinki,Idris Khan,1,24.94102,60.17332
Highway,CAMP,1,-88.3335,37.01878
Highway,N.S. Harsha,1,-88.3335,37.01878
Highway,Amar Kanwar,1,-88.3335,37.01878
Hijaz,Safeya Binzagr,1,-1.917618,34.67298
Hiroshima,Larissa Sansour,1,132.4553,34.3852
Hollywood,Nir Esber,1,-118.3287,34.09281
Holy City,Ashkan Sepahvand,1,-109.5721,44.46356
Hong Kong,Leila Pazooki,1,114.1095,22.39643
Hong Kong,Raqs Media Collective,1,114.1095,22.39643
Houston,Adel Abidin,1,-95.3698,29.76043
Houston,Tarek Al-Ghoussein,1,-95.3698,29.76043
Houston,Pouran-Jinchi,1,-95.3698,29.76043
Hungary,Gilbert Hage,1,19.5033,47.16249
Hungary,Pantea Rahmani,1,19.5033,47.16249
Hyderabad,Shahpour Pouyan,1,78.48667,17.38504
Iceland,Nir Esber,1,-19.02084,64.96305
Idaho,Asad Faulwell,1,-114.742,44.0682
Illinois,Jalal Toufic,1,-89.39853,40.63312
Illinois,Haroon Mirza ,1,-89.39853,40.63312
Illinois,Ayman Ramadan,1,-89.39853,40.63312
Illinois,I┼ƒ─▒l E─ƒrikavuk,1,-89.39853,40.63312
Illinois,Wafaa Bilal,1,-89.39853,40.63312
India,Ismail al-Shaikhly,1,78.96288,20.59368
India,Raqs Media Collective,1,78.96288,20.59368
India,Khalid al-Jader,1,78.96288,20.59368
India,Maalem Abdelk├⌐bir Merchane,1,78.96288,20.59368
India,Lulwah Al-Homoud,1,78.96288,20.59368
India,N.S. Harsha,1,78.96288,20.59368
India,CAMP,1,78.96288,20.59368
India,Ahmed Cherkaoui,1,78.96288,20.59368
India,Amar Kanwar,1,78.96288,20.59368
India,Shadi Ghadirian,1,78.96288,20.59368
India,Murtaza Vali,1,78.96288,20.59368
India,Aisha Khalid,1,78.96288,20.59368
India,Shahpour Pouyan,1,78.96288,20.59368
Indonesia,Wafaa Bilal,1,113.9213,-0.789275
Indonesia,Firoz Mahmud,1,113.9213,-0.789275
Innsbruck,Lawrence Abu Hamdan ,1,11.4041,47.26921
Iran,Elz Farajollahi,1,53.68805,32.42791
Iran,staran Safaei,1,53.68805,32.42791
Iran,Haleh Redjaian,1,53.68805,32.42791
Iran,Leila Pazooki,1,53.68805,32.42791
Iran,Bahman Kiarostami,1,53.68805,32.42791
Iran,Ramin Haerizadeh,1,53.68805,32.42791
Iran,Shohreh Mehran,1,53.68805,32.42791
Iran,Aneh Mohammad Tatari,1,53.68805,32.42791
Iran,Ramtin Zad,1,53.68805,32.42791
Iran,Babak Golkar,1,53.68805,32.42791
Iran,Darvish Fakhr,1,53.68805,32.42791
Iran,Ahmad Morshedloo,1,53.68805,32.42791
Iran,Amir H. Fallah,1,53.68805,32.42791
Iran,Negin Ganjavi,1,53.68805,32.42791
Iran,Ala Ebtekar,1,53.68805,32.42791
Iran,Mostafa Darehbaghi,1,53.68805,32.42791
Iran,Pantea Rahmani,1,53.68805,32.42791
Iran,Bita Fayyazi,1,53.68805,32.42791
Iran,Bahman Mohassess,1,53.68805,32.42791
Iran,Marwa Rustam,1,53.68805,32.42791
Iran,Raa-Farnoud,1,53.68805,32.42791
Iran,Sahand Hesamiyan,1,53.68805,32.42791
Iran,Javad Azimi,1,53.68805,32.42791
Iran,Farshid Maleki,1,53.68805,32.42791
Iran,Reza Aramesh,1,53.68805,32.42791
Iran,Morteza Ahmadvand,1,53.68805,32.42791
Iran,Kamran Shirdel,1,53.68805,32.42791
Iran,Golz Fathi,1,53.68805,32.42791
Iran,Mohsen Ahmadvand,1,53.68805,32.42791
Iran,Farhad Moshiri,1,53.68805,32.42791
Iran,Shahrzad Changalvaee,1,53.68805,32.42791
Iran,Monir Shahroudy Farmanfarmaian,1,53.68805,32.42791
Iran,Mohamad Rahimi,1,53.68805,32.42791
Iran,Shahriar Ahmadi,1,53.68805,32.42791
Iran,rgess Hashemi,1,53.68805,32.42791
Iran,Niyaz-Azadikhah,1,53.68805,32.42791
Iran,Houman Mortazavi,1,53.68805,32.42791
Iran,Gita Meh,1,53.68805,32.42791
Iran,Hojat Amani,1,53.68805,32.42791
Iran,Neda Razavipour,1,53.68805,32.42791
Iran,Nicky Nodjoumi,1,53.68805,32.42791
Iran,Farhad Ahrarnia,1,53.68805,32.42791
Iran,Iman Raad,1,53.68805,32.42791
Iran,Shahpour Pouyan,1,53.68805,32.42791
Iran,Mehrdad Mohebali,1,53.68805,32.42791
Iran,Shantia Zakerameli,1,53.68805,32.42791
Iran,Peyman Hooshmandzadeh,1,53.68805,32.42791
Iran,Shadi Ghadirian,1,53.68805,32.42791
Iran,Amirhossein Radaie,1,53.68805,32.42791
Iran,Mostafa Choobtarash,1,53.68805,32.42791
Iran,Shirin Neshat,1,53.68805,32.42791
Iran,Mahmoud Bakhshi,1,53.68805,32.42791
Iran,Ahmad Amin zar,1,53.68805,32.42791
Iran,Setareh Shahbazi,1,53.68805,32.42791
Iraq,Khalid al-Jader,1,43.67929,33.22319
Iraq,Ahmed Alsoudani,1,43.67929,33.22319
Iraq,Mohammed Ghani Hikmat,1,43.67929,33.22319
Iraq,Hafidh al-Droubi,1,43.67929,33.22319
Iraq,Dia Al-Azzawi ,1,43.67929,33.22319
Iraq,Noma Omran,1,43.67929,33.22319
Iraq,Abdul Qadir al-Rassam,1,43.67929,33.22319
Iraq,Sama Alshaibi,1,43.67929,33.22319
Iraq,Huda Totonji,1,43.67929,33.22319
Iraq,Wafaa Bilal,1,43.67929,33.22319
Iraq,Salim al-Dabbagh,1,43.67929,33.22319
Iraq,Faiq Hassan,1,43.67929,33.22319
Iraq,Ba┼ƒak Ert├╝r,1,43.67929,33.22319
Iraq,Suad Al Attar,1,43.67929,33.22319
Iraq,Iman Issa,1,43.67929,33.22319
Iraq,Walid Siti,1,43.67929,33.22319
Iraq,Hassan Massoudy,1,43.67929,33.22319
Ireland,Mohammed Ben Ali Rbati,1,-8.24389,53.41291
Ireland,Ami Menia,1,-8.24389,53.41291
Isfahan,Shahpour Pouyan,1,51.66798,32.65463
Isfahan,Shantia Zakerameli,1,51.66798,32.65463
Islamabad,Hamra Abbas,1,73.09315,33.72939
Islamabad,Sophie Ernst,1,73.09315,33.72939
Islamabad,Imran Qureshi,1,73.09315,33.72939
Israel,Oraib Toukan,1,34.85161,31.04605
Israel,Halil Altindere,1,34.85161,31.04605
Israel,Sliman Mansour,1,34.85161,31.04605
Israel,Ayreen Astas,1,34.85161,31.04605
Israel,Fouad Elkoury,1,34.85161,31.04605
Israel,Ren├⌐ Gabri,1,34.85161,31.04605
Istanbul,Adel Abdessemed,1,28.97696,41.00527
Istanbul,Burak Arikan,1,28.97696,41.00527
Istanbul,Graziella Rizkallah Toufic,1,28.97696,41.00527
Istanbul,Wafa Karsha,1,28.97696,41.00527
Istanbul,Abbas Akhavan,1,28.97696,41.00527
Istanbul,Fahrelnissa Zeid,1,28.97696,41.00527
Istanbul,Jalal Toufic,1,28.97696,41.00527
Istanbul,Ay┼ƒe Erkmen,1,28.97696,41.00527
Istanbul,Basim Magdy ,1,28.97696,41.00527
Istanbul,Mal Al Dowayan,1,28.97696,41.00527
Istanbul,Yasam Sasmazer,1,28.97696,41.00527
Istanbul,Khalil Rabah,1,28.97696,41.00527
Istanbul,Laurent Grasso,1,28.97696,41.00527
Istanbul,Susan Hefu,1,28.97696,41.00527
Istanbul,Larissa Sansour,1,28.97696,41.00527
Istanbul,Athier,1,28.97696,41.00527
Istanbul,Halil Altindere,1,28.97696,41.00527
Istanbul,Abdul Qadir al-Rassam,1,28.97696,41.00527
Istanbul,Wafa Hourani,1,28.97696,41.00527
Istanbul,Cevdet Erek,1,28.97696,41.00527
Istanbul,:mentalKLINIK,1,28.97696,41.00527
Istanbul,Meri├º Alg├╝n Ringborg ,1,28.97696,41.00527
Istanbul,Nil Yalter,1,28.97696,41.00527
Istanbul,Rokni Haerizadeh,1,28.97696,41.00527
Istanbul,Arefeh Riahi,1,28.97696,41.00527
Istanbul,Hrair Sarkissian,1,28.97696,41.00527
Istanbul,Dia Al Hadid,1,28.97696,41.00527
Istanbul,Shirin Neshat,1,28.97696,41.00527
Istanbul,Pascal Hachem,1,28.97696,41.00527
Istanbul,Ru Islam,1,28.97696,41.00527
Istanbul,Iman Issa,1,28.97696,41.00527
Istanbul,Lawrence Abu Hamdan ,1,28.97696,41.00527
Istanbul,I┼ƒ─▒l E─ƒrikavuk,1,28.97696,41.00527
Italy,Gita Meh,1,12.56738,41.87194
Italy,Nida Sinnokrot,1,12.56738,41.87194
Italy,Khaled Sabsabi,1,12.56738,41.87194
Italy,Susan Hefu,1,12.56738,41.87194
Italy,Latifa Echakhch,1,12.56738,41.87194
Italy,Seif Wanly,1,12.56738,41.87194
Italy,Burak Arikan,1,12.56738,41.87194
Italy,Firoz Mahmud,1,12.56738,41.87194
Italy,Ahmed Felemban ,1,12.56738,41.87194
Italy,Shaikha Al Mazrou,1,12.56738,41.87194
Italy,Hamed Owais,1,12.56738,41.87194
Italy,Bahman Mohassess,1,12.56738,41.87194
Italy,Ragheb Ayad,1,12.56738,41.87194
Italy,Mou Karray,1,12.56738,41.87194
Italy,Sahand Hesamiyan,1,12.56738,41.87194
Italy,Shahzia Sikander,1,12.56738,41.87194
Italy,Zineb Sedira,1,12.56738,41.87194
Italy,Moataz sr,1,12.56738,41.87194
Italy,mounir fatmi,1,12.56738,41.87194
Italy,Mohammed Ghani Hikmat,1,12.56738,41.87194
Italy,Abdul Qadir al-Rassam,1,12.56738,41.87194
Italy,Hayv Kahraman,1,12.56738,41.87194
Italy,Youssef Kamel,1,12.56738,41.87194
Italy,Isma├»l Bahri,1,12.56738,41.87194
Italy,Lamia Joreige,1,12.56738,41.87194
Italy,Abdullah Al Saadi,1,12.56738,41.87194
Italy,Jalal Toufic,1,12.56738,41.87194
Italy,Wael Shawky,1,12.56738,41.87194
Italy,Raqs Media Collective,1,12.56738,41.87194
Italy,Yazan Khalili,1,12.56738,41.87194
Italy,Walid Siti,1,12.56738,41.87194
Italy,Magdi Mostafa,1,12.56738,41.87194
Italy,Haroon Mirza ,1,12.56738,41.87194
Italy,Adham Wanly,1,12.56738,41.87194
Italy,Monir Shahroudy Farmanfarmaian,1,12.56738,41.87194
Ithaca,Rachid Kora├»chi,1,-76.50188,42.44396
Ithaca,Almagul Menlibayeva,1,-76.50188,42.44396
Jakarta,Ismail al-Shaikhly,1,106.8456,-6.208763
Jakarta,Wafaa Bilal,1,106.8456,-6.208763
Japan,Monir Shahroudy Farmanfarmaian,1,138.2529,36.20482
Japan,Khalid Al Gharaballi,1,138.2529,36.20482
Japan,Noma Omran,1,138.2529,36.20482
Japan,Jilali Gharbaoui,1,138.2529,36.20482
Japan,Isma├»l Bahri,1,138.2529,36.20482
Japan,Rasheed Araeen,1,138.2529,36.20482
Japan,Shahzia Sikander,1,138.2529,36.20482
Japan,Mou Karray,1,138.2529,36.20482
Japan,Larissa Sansour,1,138.2529,36.20482
Japan,Raed Yassin,1,138.2529,36.20482
Japan,Hassan Massoudy,1,138.2529,36.20482
Japan,Janne Al-Ani,1,138.2529,36.20482
Japan,Yusef A. Lateef,1,138.2529,36.20482
Japan,mounir fatmi,1,138.2529,36.20482
Japan,Pouran-Jinchi,1,138.2529,36.20482
Japan,Adel Abidin,1,138.2529,36.20482
Japan,Firoz Mahmud,1,138.2529,36.20482
Japan,Lamia Joreige,1,138.2529,36.20482
Japan,Haroon Mirza ,1,138.2529,36.20482
Japan,Mahmoud Refat,1,138.2529,36.20482
Japan,Maalem Abdelk├⌐bir Merchane,1,138.2529,36.20482
Japan,Abdullah Al Saadi,1,138.2529,36.20482
Japan,Nevin Aladag,1,138.2529,36.20482
Japan,Mohamed Abdelkarim,1,138.2529,36.20482
Japan,Anri Sala,1,138.2529,36.20482
Jeddah,Nouf Alhimiary,1,39.17278,21.54333
Jeddah,Saad Bin Mohammed,1,39.17278,21.54333
Jeddah,DA AWARTANI,1,39.17278,21.54333
Jeddah,Abdulmajid Ali Al-Jarouf,1,39.17278,21.54333
Jeddah,Bob Landry,1,39.17278,21.54333
Jeddah,Shalima Sharbatli,1,39.17278,21.54333
Jeddah,Noha Al-Sharif&apos;s,1,39.17278,21.54333
Jeddah,Abdulhalim Radwi,1,39.17278,21.54333
Jeddah,Jowhara AlSaud,1,39.17278,21.54333
Jeddah,Abdullah Idrees,1,39.17278,21.54333
Jeddah,Faisal Khudaidi,1,39.17278,21.54333
Jeddah,Kameel Hawa,1,39.17278,21.54333
Jeddah,Sarah Al Abdali,1,39.17278,21.54333
Jeddah,Mahdi Al Jeraibi,1,39.17278,21.54333
Jeddah,Han Al-Faisal,1,39.17278,21.54333
Jeddah,Ola Hejazi,1,39.17278,21.54333
Jeddah,Dia Aziz Dia ,1,39.17278,21.54333
Jeddah,Mohammed Makki,1,39.17278,21.54333
Jeddah,Shadia and Raja Alem,1,39.17278,21.54333
Jeddah,Musaed Alhulis,1,39.17278,21.54333
Jeddah,Hani Alireza ,1,39.17278,21.54333
Jeddah,Noha Faoud Al-Ghalib ,1,39.17278,21.54333
Jeddah,Khalid Khidr ,1,39.17278,21.54333
Jeddah,Ahaad Alamoudi,1,39.17278,21.54333
Jeddah,Raeda Ashour,1,39.17278,21.54333
Jeddah,Ahmed Felemban ,1,39.17278,21.54333
Jeddah,Ayman Yossri Daydban,1,39.17278,21.54333
Jeddah,Huda Totonji,1,39.17278,21.54333
Jeddah,Ha Hajjar,1,39.17278,21.54333
Jeddah,HEBA ABED,1,39.17278,21.54333
Jeddah,"Li Gazzaz,",1,39.17278,21.54333
Jeddah,Sami Al Turki,1,39.17278,21.54333
Jeddah,EFFAT ABDULLAH FADAG,1,39.17278,21.54333
Jeddah,Ahmed Tayseer Badrah,1,39.17278,21.54333
Jeddah,Jowhara Al-Saud ,1,39.17278,21.54333
Jeddah,Abdullah wawi,1,39.17278,21.54333
Jeddah,Abdulaziz Ashour,1,39.17278,21.54333
Jeddah,Saddiek Mohammed Wasil,1,39.17278,21.54333
Jeddah,Samiah Khashoggi,1,39.17278,21.54333
Jeddah,Soraya Darwish,1,39.17278,21.54333
Jeddah,Wafa Karsha,1,39.17278,21.54333
Jeddah,Muhamad Haider,1,39.17278,21.54333
Jeddah,Nora Almazrooa,1,39.17278,21.54333
Jeddah,Taha Al-Sabban,1,39.17278,21.54333
Jeddah,Huda Beydoun,1,39.17278,21.54333
Jeddah,Saeed Salem,1,39.17278,21.54333
Jeddah,Fahd Al-Khalif,1,39.17278,21.54333
Jeddah,Ayman Mahawi,1,39.17278,21.54333
Jeddah,Tagreed Al-Bagshi,1,39.17278,21.54333
Jeddah,Maha Al-Khalawi,1,39.17278,21.54333
Jericho,Sharif Waked,1,35.46057,31.85698
Jerusalem,Jawad Al Malhi,1,35.21371,31.76832
Jerusalem,Basma Al Sharif,1,35.21371,31.76832
Jerusalem,Khalil Rabah,1,35.21371,31.76832
Jerusalem,Ayreen Astas,1,35.21371,31.76832
Jerusalem,Taysir Batniji,1,35.21371,31.76832
Jerusalem,Larissa Sansour,1,35.21371,31.76832
Jerusalem,Yazan Khalili,1,35.21371,31.76832
Jerusalem,Sharif Waked,1,35.21371,31.76832
Jerusalem,Juma Emil Abboud,1,35.21371,31.76832
Jerusalem,Samira Badran,1,35.21371,31.76832
Jerusalem,Rashid Masharawi,1,35.21371,31.76832
Jerusalem,Yto Barrada,1,35.21371,31.76832
Jerusalem,Rula Halawani,1,35.21371,31.76832
Jerusalem,CAMP,1,35.21371,31.76832
Jerusalem,Juma Man ,1,35.21371,31.76832
Jerusalem,Sliman Mansour,1,35.21371,31.76832
Jerusalem,Nida Sinnokrot,1,35.21371,31.76832
Jerusalem,Raeda Saadeh,1,35.21371,31.76832
Jerusalem,Ali Jabri,1,35.21371,31.76832
Jerusalem,Sama Alshaibi,1,35.21371,31.76832
Johannesburg,Rasheed Araeen,1,28.04731,-26.2041
Johannesburg,Teboho Mahlatsi,1,28.04731,-26.2041
Johannesburg,Shirin Neshat,1,28.04731,-26.2041
Jordan,Hafidh al-Droubi,1,36.23841,30.58516
Jordan,Samah Hijawi,1,36.23841,30.58516
Jordan,Faisal Samra,1,36.23841,30.58516
Jordan,Oraib Toukan,1,36.23841,30.58516
Jordan,Janne Al-Ani,1,36.23841,30.58516
Jordan,Kassab Bachi,1,36.23841,30.58516
Jordan,Mo Saudi,1,36.23841,30.58516
Jordan,Fahrelnissa Zeid,1,36.23841,30.58516
Jordan,Mohan Durra,1,36.23841,30.58516
Jordan,Hrair Sarkissian,1,36.23841,30.58516
Jordan,Saba Inb,1,36.23841,30.58516
Jordan,Nir Esber,1,36.23841,30.58516
Jordan,Basim Magdy ,1,36.23841,30.58516
Jordan,Abdulhalim Radwi,1,36.23841,30.58516
Jordan,Rula Halawani,1,36.23841,30.58516
Jordan,Mohammed Ghani Hikmat,1,36.23841,30.58516
Jordan,Walid Siti,1,36.23841,30.58516
Jordan,Omar Rajeh,1,36.23841,30.58516
Kabul,Mariam Ghani,1,69.16667,34.53333
Kabul,CAMP,1,69.16667,34.53333
Kafr,Hamed Owais,1,31.08515,31.55825
Kansas,Asad Faulwell,1,-98.48425,39.0119
Kansas City,Ahmed Mater,1,-94.57857,39.09973
Kansas City,Asad Faulwell,1,-94.57857,39.09973
Karachi,Mohamed Abdelkarim,1,67.00994,24.86146
Karachi,Imran Qureshi,1,67.00994,24.86146
Karachi,Basir Mahmood ,1,67.00994,24.86146
Karachi,Adeel Uz Zafar,1,67.00994,24.86146
Karachi,Rasheed Araeen,1,67.00994,24.86146
Kazakhstan,Almagul Menlibayeva,1,66.92368,48.01957
Kazakhstan,Alexandar Ugay,1,66.92368,48.01957
Kendall,dia Kaabi-Linke,1,-80.35783,25.66603
Kent,Dia Al Hadid,1,0.5217254,51.27871
Kerman,Haleh Redjaian,1,57.08336,30.28394
Khamis,Abdulsser Gharem&apos;s,1,50.54972,26.20583
Khamis,Dhafir Al-Hamsan,1,50.54972,26.20583
Khamis Mushait,Abdulsser Gharem,1,42.73333,18.3
Khul,Firoz Mahmud,1,89.55,22.81667
Kiev,Basim Magdy ,1,30.5234,50.4501
Kilimanjaro,Noura Bouzo,1,37.35067,-3.066465
Kinshasa,Balufu Bakupa Kanyinda,1,15.31389,-4.331667
Knoxville,Hesam Rahmanian,1,-83.92074,35.96064
Korea,mounir fatmi,1,127.7669,35.90776
Korea,Mal Al Dowayan,1,127.7669,35.90776
Korea,Wafaa Bilal,1,127.7669,35.90776
Korea,Rula Halawani,1,127.7669,35.90776
Korea,Halil Altindere,1,127.7669,35.90776
Kosovo,Sama Alshaibi,1,20.90298,42.60264
Krakow,Samer Omran,1,19.94498,50.06465
Kuala Lumpur,Simryn Gill,1,101.6869,3.139003
Kuwait,Moataz sr,1,47.48177,29.31166
Kuwait,Adel Abidin,1,47.48177,29.31166
Kuwait,Shahrzad Changalvaee,1,47.48177,29.31166
Kuwait,Sulayman Al Bassam,1,47.48177,29.31166
Kuwait,Mo Saudi,1,47.48177,29.31166
Kuwait,Mohammed Melehi,1,47.48177,29.31166
Kuwait,Tarek Al-Ghoussein,1,47.48177,29.31166
Kuwait,Golz Fathi,1,47.48177,29.31166
Kuwait,Basma Al Sharif,1,47.48177,29.31166
Kuwait,Iman Raad,1,47.48177,29.31166
Kwangju,Khalil Rabah,1,126.8526,35.15955
Kwangju,Halil Altindere,1,126.8526,35.15955
Kyoto,Mahmoud Refat,1,135.768,35.01164
Lahore,Sophie Ernst,1,74.35716,31.55461
Lahore,Shahzia Sikander,1,74.35716,31.55461
Lahore,Adeel Uz Zafar,1,74.35716,31.55461
Lahore,Basir Mahmood ,1,74.35716,31.55461
Lahore,Imran Qureshi,1,74.35716,31.55461
Lahore,Aisha Khalid,1,74.35716,31.55461
Lahore,Hamra Abbas,1,74.35716,31.55461
Las Vegas,Sherin Guirguis,1,-115.1398,36.16994
Lebanon,Noma Omran,1,35.86228,33.85472
Lebanon,bil has,1,35.86228,33.85472
Lebanon,Shafic Abboud,1,35.86228,33.85472
Lebanon,Ziad Abillama,1,35.86228,33.85472
Lebanon,Ayman Baalbaki,1,35.86228,33.85472
Lebanon,Mo Saudi,1,35.86228,33.85472
Lebanon,Oraib Toukan,1,35.86228,33.85472
Lebanon,cera Belaza,1,35.86228,33.85472
Lebanon,Melik Ohanian,1,35.86228,33.85472
Lebanon,Ziad Antar,1,35.86228,33.85472
Lebanon,Ze el Khalil,1,35.86228,33.85472
Lebanon,Faisal Samra,1,35.86228,33.85472
Lebanon,C├⌐sar Gemayel,1,35.86228,33.85472
Lebanon,CAMP,1,35.86228,33.85472
Lebanon,Rania Stephan,1,35.86228,33.85472
Lebanon,Walid Raad,1,35.86228,33.85472
Lebanon,Lamia Joreige,1,35.86228,33.85472
Lebanon,Gilbert Hage,1,35.86228,33.85472
Lebanon,Lawrence Abu Hamdan ,1,35.86228,33.85472
Lebanon,Khaled Sabsabi,1,35.86228,33.85472
Lebanon,Jalal Toufic,1,35.86228,33.85472
Lebanon,Daoud Corm,1,35.86228,33.85472
Lebanon,Fouad Elkoury,1,35.86228,33.85472
Lebanon,Tarek Atoui,1,35.86228,33.85472
Lebanon,Omar Rajeh,1,35.86228,33.85472
Lebanon,Mo Hatoum,1,35.86228,33.85472
Lebanon,Pascal Hachem,1,35.86228,33.85472
Lebanon,Marwan Rechmaoui,1,35.86228,33.85472
Lebanon,Saloua Raouda Choucair,1,35.86228,33.85472
Lebanon,Graziella Rizkallah Toufic,1,35.86228,33.85472
Lebanon,Joa Hadjithomas and Khalil Joreige,1,35.86228,33.85472
Lebanon,Ola Hejazi,1,35.86228,33.85472
Lebanon,Janne Al-Ani,1,35.86228,33.85472
Lebanon,Georges Daoud Corm,1,35.86228,33.85472
Lebanon,Mohamed Abdelkarim,1,35.86228,33.85472
Lebanon,Marwan Sahmarani,1,35.86228,33.85472
Lebanon,Rayyane Tabet,1,35.86228,33.85472
Lebanon,Rania Attieh,1,35.86228,33.85472
Lebanon,Nir Esber,1,35.86228,33.85472
Leeds,Lawrence Abu Hamdan ,1,-1.549077,53.80076
Liban,Jayce Salloum,1,35.86228,33.85472
Libya,Abdullah Al-Mazrook,1,17.22833,26.3351
Libya,Samira Badran,1,17.22833,26.3351
Libya,Abdulmajid Ali Al-Jarouf,1,17.22833,26.3351
Libya,Arwa Abouon,1,17.22833,26.3351
Lima,Rasheed Araeen,1,-77.04279,-12.04637
Linz,Nida Sinnokrot,1,14.28583,48.30694
Linz,mounir fatmi,1,14.28583,48.30694
Linz,Raeda Saadeh,1,14.28583,48.30694
Lisboa,A Vidigal,1,-9.139337,38.72225
Lisboa,Pantea Rahmani,1,-9.139337,38.72225
Lisboa,Rasheed Araeen,1,-9.139337,38.72225
Liverpool,Larissa Sansour,1,-2.991573,53.40837
Liverpool,Susan Hefu,1,-2.991573,53.40837
Liverpool,Iman Issa,1,-2.991573,53.40837
Liverpool,Khalil Rabah,1,-2.991573,53.40837
Liverpool,Wael Shawky,1,-2.991573,53.40837
Liverpool,Hrair Sarkissian,1,-2.991573,53.40837
Livorno,Seif Wanly,1,10.31057,43.54847
Ljublja,Angela Harutyunyan,1,14.50575,46.05695
Ljublja,Wafaa Bilal,1,14.50575,46.05695
Ljublja,Waheeda Malullah,1,14.50575,46.05695
Ljublja,Walid Siti,1,14.50575,46.05695
Llandudno,Meri├º Alg├╝n Ringborg ,1,-3.827609,53.32406
London,Sophia Al Maria,1,-0.1277583,51.50735
London,Monir Shahroudy Farmanfarmaian,1,-0.1277583,51.50735
London,Rabih Mrou├⌐,1,-0.1277583,51.50735
London,Khaled Jarrar,1,-0.1277583,51.50735
London,Ru Islam,1,-0.1277583,51.50735
London,Maha Maamoun,1,-0.1277583,51.50735
London,Imran Qureshi,1,-0.1277583,51.50735
London,Shahrzad Changalvaee,1,-0.1277583,51.50735
London,Sara im,1,-0.1277583,51.50735
London,Ayman Baalbaki,1,-0.1277583,51.50735
London,CAMP,1,-0.1277583,51.50735
London,Derek Ogbourne,1,-0.1277583,51.50735
London,Oraib Toukan,1,-0.1277583,51.50735
London,Adam Henein,1,-0.1277583,51.50735
London,Tanbak,1,-0.1277583,51.50735
London,David Claerbout,1,-0.1277583,51.50735
London,N.S. Harsha,1,-0.1277583,51.50735
London,Shahpour Pouyan,1,-0.1277583,51.50735
London,Hassan Massoudy,1,-0.1277583,51.50735
London,Sulayman Al Bassam,1,-0.1277583,51.50735
